sr b Me
2.379962028267892826e+00 2.777994807309944392e+01 6.540252548205293337e+00
2.487810753486031867e+00 2.685040440171257359e+01 6.683986741686607225e+00
2.596813461815900226e+00 2.597191970879932654e+01 6.826439713945734233e+00
2.706949285332711064e+00 2.514094500733869353e+01 6.967470060750687644e+00
2.818198247178565374e+00 2.435419657196075249e+01 7.106952143858898729e+00
2.930541187764774236e+00 2.360863963889629247e+01 7.244774459040923986e+00
3.043959702225309982e+00 2.290147171364926848e+01 7.380838208167508796e+00
3.158436086779948138e+00 2.223010599743953364e+01 7.515056049749239797e+00
3.273953292201490672e+00 2.159215528164847697e+01 7.647351004642246153e+00
3.390494882992510117e+00 2.098541653884885605e+01 7.777655496081826492e+00
3.508045001192024781e+00 2.040785635016130684e+01 7.905910505616812856e+00
3.626588333973783662e+00 1.985759724416767824e+01 8.032064828798780809e+00
3.746110084382638927e+00 1.933290497654541795e+01 8.156074416578631414e+00
3.866595944697186482e+00 1.883217674737178271e+01 8.277901790259218018e+00
3.988032072015549989e+00 1.835393033115111905e+01 8.397515519541380868e+00
4.110405065744764386e+00 1.789679408033330787e+01 8.514889754689637158e+00
4.233701946738571920e+00 1.745949775436433171e+01 8.630003805146284179e+00
4.357910137878150181e+00 1.704086412158862984e+01 8.742841758054471057e+00
4.483017445928802580e+00 1.663980127944295617e+01 8.853392131131055720e+00
4.609012044535573338e+00 1.625529563848668246e+01 8.961647555172634227e+00
4.735882458244136117e+00 1.588640551725029759e+01 9.067604482203527994e+00
4.863617547451680068e+00 1.553225529719462195e+01 9.171262915894365264e+00
4.992206494206995693e+00 1.519203008991432391e+01 9.272626161409000645e+00
5.121638788790498609e+00 1.486497087184182320e+01 9.371700592288387810e+00
5.251904217014170762e+00 1.455037004494366215e+01 9.468495432363237541e+00
5.382992848188850488e+00 1.424756738513234211e+01 9.563022551010460504e+00
5.514895023712387712e+00 1.395594634325320449e+01 9.655296270343237452e+00
5.647601346237185460e+00 1.367493066650619937e+01 9.745333183154924583e+00
5.781102669379833081e+00 1.340398131098885237e+01 9.833151980630542965e+00
5.915390087939011110e+00 1.314259361868550080e+01 9.918773289001212135e+00
6.050454928590842663e+00 1.289029473466743347e+01 1.000221951445253588e+01
6.186288741033450833e+00 1.264664124251701161e+01 1.008351469570980719e+01
6.322883289554649622e+00 1.241121699805064438e+01 1.016268436381392704e+01
6.460230544998705859e+00 1.218363114328914776e+01 1.023975540867963829e+01
6.598322677109791812e+00 1.196351628433605363e+01 1.031475595208829965e+01
6.737152047231334429e+00 1.175052681837803270e+01 1.038771522681687109e+01
6.876711201341814572e+00 1.154433739642322010e+01 1.045866346164612715e+01
7.016992863408860970e+00 1.134464150966723217e+01 1.052763177202220568e+01
7.157989929044619615e+00 1.115115018852795714e+01 1.059465205616997530e+01
7.299695459446444268e+00 1.096359080442575440e+01 1.065975689647681612e+01
7.442102675607888074e+00 1.078170596532264724e+01 1.072297946597997154e+01
7.585204952785953303e+00 1.060525249688092941e+01 1.078435343980108918e+01
7.728995815211264109e+00 1.043400050186473038e+01 1.084391291137914770e+01
7.873468931028757112e+00 1.026773249109115049e+01 1.090169231336007094e+01
8.018618107457028188e+00 1.010624257986470376e+01 1.095772634300268678e+01
8.164437286155344253e+00 9.949335744380713109e+00 1.101204989196562067e+01
8.310920538787758716e+00 9.796827133097478324e+00 1.106469798033768015e+01
8.458062062774532208e+00 9.648541428521413721e+00 1.111570569477894388e+01
8.605856177221475889e+00 9.504312255272587606e+00 1.116510813063566232e+01
8.754297319018478518e+00 9.363981630660605404e+00 1.121294033789515865e+01
8.903380039098848897e+00 9.227399454341325580e+00 1.125923727084516734e+01
9.053098998851634605e+00 9.094423033930230105e+00 1.130403374130114535e+01
9.203448966679516730e+00 8.964916643716771105e+00 1.134736437526731301e+01
9.354424814695200041e+00 8.838751113880546129e+00 1.138926357289462388e+01
9.506021515549734957e+00 8.715803447829324924e+00 1.142976547160137990e+01
9.658234139386413730e+00 8.595956465488837850e+00 1.146890391222094152e+01
9.811057850914350453e+00 8.479098470553463329e+00 1.150671240804401663e+01
9.964487906596085409e+00 8.365122939880913933e+00 1.154322411662244185e+01
1.011851965194391845e+01 8.253928233362657352e+00 1.157847181420410898e+01
1.027314851891987502e+01 8.145417322744409105e+00 1.161248787266983840e+01
1.042837002343459218e+01 8.039497537991502796e+00 1.164530423884640342e+01
1.058417976294053098e+01 7.936080329917219345e+00 1.167695241607034440e+01
1.074057341411525890e+01 7.835081047887968886e+00 1.170746344788237714e+01
1.089754673063074542e+01 7.736418731520219083e+00 1.173686790373340116e+01
1.105509554100474645e+01 7.640015915371705546e+00 1.176519586658627325e+01
1.121321574653070563e+01 7.545798445702792456e+00 1.179247692230240574e+01
1.137190331928261422e+01 7.453695308462700453e+00 1.181874015070402884e+01
1.153115430019158794e+01 7.363638467718449654e+00 1.184401411820731553e+01
1.169096479719099513e+01 7.275562713806493775e+00 1.186832687192486269e+01
1.185133098342719649e+01 7.189405520539307481e+00 1.189170593514077723e+01
1.201225166068673822e+01 7.147046149850346808e+00 1.190304883024685445e+01
