sr b Me
4.741077233980425798e-01 2.593146420689676646e+01 4.590089101055039755e+00
4.811522359122415438e-01 2.562695159973135262e+01 4.628408365890924969e+00
4.882220402866648268e-01 2.532845059488197137e+01 4.666550462319512427e+00
4.953170150017088824e-01 2.503580780353072655e+01 4.704512175930494422e+00
5.024370389801074976e-01 2.474887413403031644e+01 4.742290445121241760e+00
5.095819916076842482e-01 2.446750468960329883e+01 4.779882354592054128e+00
5.167517527542806466e-01 2.419155866544803146e+01 4.817285129201891891e+00
5.239462027946375500e-01 2.392089924567973824e+01 4.854496128162949731e+00
5.311652226290427548e-01 2.365539350047973599e+01 4.891512839553826986e+00
5.384086937035913456e-01 2.339491228377542242e+01 4.928332875132621638e+00
5.456764980299274592e-01 2.313933013173541298e+01 4.964953965431685212e+00
5.529685182043645453e-01 2.288852516232483936e+01 5.001373955116807046e+00
5.602846374262986373e-01 2.264237897612541062e+01 5.037590798595473096e+00
5.676268699051576494e-01 2.252107017691869828e+01 5.055614482262008380e+00
