sr b Me
2.001449630356703313e+00 1.640780599360115133e+01 7.533582778375140343e+00
2.036016802159151595e+00 1.617109662073054821e+01 7.591697962352934148e+00
2.070733719366404380e+00 1.594043195335850882e+01 7.649023400770032843e+00
2.105599217360586195e+00 1.571559755797351343e+01 7.705559746702983048e+00
2.140612151222070825e+00 1.549638845598589398e+01 7.761308067469371963e+00
2.175771395296579591e+00 1.528260864067900293e+01 7.816269826101673424e+00
2.211075842771629052e+00 1.507407062113302665e+01 7.870446863593702602e+00
2.246524405262173563e+00 1.487059499158347187e+01 7.923841381861388200e+00
2.282116012405294381e+00 1.467201002476162230e+01 7.976455927363704568e+00
2.317849611463803861e+00 1.447815128783289929e+01 8.028293375337126392e+00
2.353724166938647056e+00 1.428886127962488040e+01 8.079356914601769191e+00
2.389738660189959951e+00 1.410398908790922512e+01 8.129650032901349022e+00
2.425892089066669310e+00 1.392339006557157965e+01 8.179176502743283450e+00
2.462183467544513782e+00 1.374692552456182071e+01 8.227940367710756320e+00
2.498611825372349937e+00 1.357446244659170276e+01 8.275945929218869068e+00
2.535176207726622888e+00 1.340587320959714113e+01 8.323197733692687450e+00
2.571875674873872697e+00 1.324103532904560154e+01 8.369700560145806989e+00
2.608709301841143358e+00 1.307983121322161502e+01 8.415459408141112263e+00
2.645676178094153119e+00 1.292214793167408260e+01 8.460479486117391090e+00
2.682775407223105368e+00 1.276787699605876547e+01 8.504766200067289006e+00
2.720006106635985077e+00 1.261691415265640082e+01 8.548325142553148126e+00
2.757367407259210701e+00 1.246915918588806349e+01 8.591162082049418558e+00
2.794858453245494534e+00 1.232451573219117336e+01 8.633282952601263105e+00
2.832481202693320377e+00 1.225336297527068474e+01 8.654067619679610246e+00
