sr b Me
2.207183898247075504e+00 1.299598887986181772e+01 9.114073167023967414e+00
2.239495266697456355e+00 1.283408144484027602e+01 9.176093748558432850e+00
2.271925753156267547e+00 1.267579470996007807e+01 9.237426966642756199e+00
2.304474532748104654e+00 1.252101435869386847e+01 9.298073804297837697e+00
2.337140793726425247e+00 1.236963065113536153e+01 9.358035442008235449e+00
2.369923737178815770e+00 1.222153820590077267e+01 9.417313251325531098e+00
2.402822576739756411e+00 1.207663579386601072e+01 9.475908788667563698e+00
2.435836538310708566e+00 1.193482614303519185e+01 9.533823789297487750e+00
2.468964859787369459e+00 1.179601575387896517e+01 9.591060161469028955e+00
2.502209283114714911e+00 1.172773704539162765e+01 9.619412021105489430e+00
