sr b Me
7.125727075534888932e-01 3.770264595234581151e+01 4.567383028388189992e+00
7.151910902026717975e-01 3.760050403332862601e+01 4.576442201167536084e+00
7.178098906104655175e-01 3.749877747838280584e+01 4.585507507856661391e+00
7.204291059776251060e-01 3.739746458378541405e+01 4.594578851743762904e+00
7.230487335615065625e-01 3.729656364660493040e+01 4.603656136911615349e+00
7.256687706752096290e-01 3.719607296485170878e+01 4.612739268231795364e+00
7.282892146867334660e-01 3.709599083762507377e+01 4.621828151358932324e+00
7.309100630181426528e-01 3.699631556525731213e+01 4.630922692724944056e+00
7.335313131447471768e-01 3.689704544945441000e+01 4.640022799533300102e+00
7.361529625942913047e-01 3.679817879343389109e+01 4.649128379753284968e+00
7.387750089461556646e-01 3.669971390205937212e+01 4.658239342114289805e+00
7.413974498305704319e-01 3.660164908197227618e+01 4.667355596100096982e+00
7.440202829278386165e-01 3.650398264172051910e+01 4.676477051943193963e+00
7.466435059675715635e-01 3.640671289188422577e+01 4.685603620619103182e+00
7.492671167279340017e-01 3.630983814519866826e+01 4.694735213840714572e+00
7.518911130349009708e-01 3.621335671667431910e+01 4.703871744052648296e+00
7.545154927615250751e-01 3.611726692371407665e+01 4.713013124425629030e+00
7.571402538272131721e-01 3.602156708622779746e+01 4.722159268850878000e+00
7.597653941970147207e-01 3.592625552674404332e+01 4.731310091934534334e+00
7.623909118809190089e-01 3.583133057051929171e+01 4.740465508992072863e+00
7.650168049331643738e-01 3.573679054564436797e+01 4.749625436042773430e+00
7.676430714515543041e-01 3.564263378314836928e+01 4.758789789804183101e+00
7.702697095767859770e-01 3.554885861710003780e+01 4.767958487686621005e+00
7.728967174917881211e-01 3.545546338470663983e+01 4.777131447787692053e+00
7.755240934210660964e-01 3.536244642641031533e+01 4.786308588886829085e+00
7.781518356300598516e-01 3.526980608598205436e+01 4.795489830439861656e+00
7.807799424245080999e-01 3.517754071061330023e+01 4.804675092573597261e+00
7.834084121498231523e-01 3.508564865100512975e+01 4.813864296080446081e+00
7.860372431904755208e-01 3.499412826145518096e+01 4.823057362413046611e+00
7.886664339693846282e-01 3.490297789994229305e+01 4.832254213678939259e+00
7.912959829473220630e-01 3.481219592820888664e+01 4.841454772635256809e+00
7.939258886223198308e-01 3.472178071184118409e+01 4.850658962683431774e+00
7.965561495290904848e-01 3.463173062034719152e+01 4.859866707863944590e+00
7.991867642384529180e-01 3.454204402723264167e+01 4.869077932851095802e+00
8.018177313567680375e-01 3.445271931007478372e+01 4.878292562947797784e+00
8.044490495253829865e-01 3.436375485059411972e+01 4.887510524080410867e+00
8.070807174200816947e-01 3.427514903472416563e+01 4.896731742793579478e+00
8.097127337505454214e-01 3.418690025267912347e+01 4.905956146245131322e+00
8.123450972598197373e-01 3.409900689901974147e+01 4.915183662200972137e+00
8.149778067237899437e-01 3.401146737271711373e+01 4.924414219030039952e+00
8.176108609506647085e-01 3.392428007721464667e+01 4.933647745699261122e+00
8.202442587804658070e-01 3.383744342048824194e+01 4.942884171768556101e+00
8.228779990845265235e-01 3.375095581510449705e+01 4.952123427385870968e+00
8.255120807649971582e-01 3.366481567827729293e+01 4.961365443282218735e+00
8.281465027543574164e-01 3.357902143192248445e+01 4.970610150766781921e+00
8.307812640149367933e-01 3.349357150271089978e+01 4.979857481722036461e+00
8.334163635384406188e-01 3.340846432211973394e+01 4.989107368598881820e+00
8.360518003454849856e-01 3.332369832648211627e+01 4.998359744411830619e+00
8.386875734851365616e-01 3.323927195703520709e+01 5.007614542734223129e+00
8.413236820344607292e-01 3.315518365996648953e+01 5.016871697693456866e+00
8.439601250980754976e-01 3.307143188645873266e+01 5.026131143966274806e+00
8.465969018077121877e-01 3.298801509273317834e+01 5.035392816774052704e+00
8.492340113217834441e-01 3.290493174009132105e+01 5.044656651878145937e+00
8.518714528249557993e-01 3.282218029495522416e+01 5.053922585575248760e+00
8.545092255277308979e-01 3.273975922890624446e+01 5.063190554692798884e+00
8.571473286660307167e-01 3.265766701872247779e+01 5.072460496584393574e+00
8.597857615007902243e-01 3.257590214641466986e+01 5.081732349125267945e+00
8.624245233175567016e-01 3.249446309926077703e+01 5.091006050707775898e+00
8.650636134260926147e-01 3.241334836983924816e+01 5.100281540236918154e+00
8.677030311599873702e-01 3.233255645606083561e+01 5.109558757125893358e+00
8.703427758762722899e-01 3.225208586119922671e+01 5.118837641291697160e+00
8.729828469550431347e-01 3.217193509392032524e+01 5.128118133150724844e+00
8.756232437990872919e-01 3.209210266831027525e+01 5.137400173614440568e+00
8.782639658335165134e-01 3.201258710390231954e+01 5.146683704085043942e+00
8.809050125054060931e-01 3.193338692570235082e+01 5.155968666451200555e+00
8.835463832834378195e-01 3.185450066421340054e+01 5.165255003083769836e+00
8.861880776575504770e-01 3.177592685545881324e+01 5.174542656831600418e+00
8.888300951385927906e-01 3.169766404100442969e+01 5.183831571017336159e+00
8.914724352579838085e-01 3.161971076797962610e+01 5.193121689433244370e+00
8.941150975673781698e-01 3.154206558909713465e+01 5.202412956337105321e+00
