sr b Me
3.526301203830705666e-01 4.335543270199077881e+01 3.471867246773252091e+00
3.537063285045367600e-01 4.326901894344507582e+01 3.477135090616414459e+00
3.547827196633425162e-01 4.318284274762831387e+01 3.482406582602334488e+00
3.558592928582010040e-01 4.309690363147439029e+01 3.487681677692086257e+00
3.569360471030939008e-01 4.301120110916797756e+01 3.492960331090138038e+00
3.580129814271045818e-01 4.292573469221140670e+01 3.498242498243034238e+00
3.590900948742521970e-01 4.284050388947128596e+01 3.503528134839266173e+00
3.601673865033277466e-01 4.275550820724274814e+01 3.508817196808038830e+00
3.612448553877307122e-01 4.267074714931078461e+01 3.514109640318141103e+00
3.623225006153092398e-01 4.258622021699384419e+01 3.519405421777901388e+00
3.634003212881997680e-01 4.250192690921707594e+01 3.524704497833232253e+00
3.644783165226695987e-01 4.241786672255226875e+01 3.530006825367721479e+00
3.655564854489601889e-01 4.233403915128172912e+01 3.535312361501181666e+00
3.666348272111327189e-01 4.225044368745271584e+01 3.540621063588752726e+00
3.677133409669142705e-01 4.216707982092248841e+01 3.545932889220541728e+00
3.687920258875464485e-01 4.208394703942303039e+01 3.551247796219989095e+00
3.698708811576344457e-01 4.200104482860684385e+01 3.556565742643389427e+00
3.709499059749988281e-01 4.191837267209776030e+01 3.561886686779048627e+00
3.720290995505274867e-01 4.183593005155097444e+01 3.567210587145816625e+00
3.731084611080301983e-01 4.175371644668970106e+01 3.572537402493074055e+00
3.741879898840934082e-01 4.167173133537132657e+01 3.577867091798774268e+00
3.752676851279379000e-01 4.158997419362633252e+01 3.583199614269224398e+00
3.763475461012765755e-01 4.150844449570781336e+01 3.588534929338117685e+00
3.774275720781743448e-01 4.142714171415021696e+01 3.593872996664921882e+00
3.785077623449090156e-01 4.134606531980595889e+01 3.599213776134711829e+00
3.795881161998342357e-01 4.126521478189382464e+01 3.604557227857139612e+00
3.806686329532429358e-01 4.118458956805882565e+01 3.609903312164646216e+00
3.817493119272328261e-01 4.110418914440277405e+01 3.615251989612557892e+00
3.828301524555725588e-01 4.102401297553958415e+01 3.620603220977498538e+00
3.839111538835702220e-01 4.094406052463762080e+01 3.625956967256637853e+00
3.849923155679421116e-01 4.086433125346193407e+01 3.631313189666903085e+00
3.860736368766835014e-01 4.078482462242791229e+01 3.636671849643389631e+00
3.871551171889404119e-01 4.070554009063653211e+01 3.642032908838962690e+00
3.882367558948828234e-01 4.062647711591687028e+01 3.647396329123346437e+00
3.893185523955790539e-01 4.054763515487990588e+01 3.652762072581409392e+00
3.904005061028717471e-01 4.046901366294613211e+01 3.658130101513170640e+00
3.914826164392541386e-01 4.039061209439767453e+01 3.663500378432136717e+00
3.925648828377492072e-01 4.031242990241808144e+01 3.668872866064419647e+00
3.936473047417884397e-01 4.023446653912761661e+01 3.674247527348122766e+00
3.947298816050929249e-01 4.015672145563132034e+01 3.679624325431843257e+00
3.958126128915549491e-01 4.007919410205474264e+01 3.685003223673951389e+00
3.968954980751214778e-01 4.000188392757985412e+01 3.690384185641857773e+00
3.979785366396781932e-01 3.992479038049400941e+01 3.695767175110321379e+00
3.990617280789351962e-01 3.984791290821686260e+01 3.701152156061245257e+00
4.001450718963134312e-01 3.977125095734466953e+01 3.706539092682265668e+00
4.012285676048329419e-01 3.969480397369005686e+01 3.711927949365580570e+00
4.023122147270016269e-01 3.961857140231003171e+01 3.717318690707597462e+00
4.033960127947053831e-01 3.954255268755082398e+01 3.722711281507353753e+00
4.044799613490994705e-01 3.946674727308262476e+01 3.728105686765618376e+00
4.055640599405009317e-01 3.939115460192930840e+01 3.733501871684314022e+00
4.066483081282822321e-01 3.931577411651218057e+01 3.738899801664919753e+00
4.077327054807657891e-01 3.924060525867653126e+01 3.744299442308057113e+00
4.088172515751195557e-01 3.916564746973251943e+01 3.749700759412019746e+00
4.099019459972543244e-01 3.909090019048477416e+01 3.755103718972090387e+00
4.109867883417212542e-01 3.901636286126556996e+01 3.760508287179558540e+00
4.120717782116108396e-01 3.894203492197079441e+01 3.765914430420518766e+00
4.131569152184530469e-01 3.886791581209118362e+01 3.771322115274960751e+00
4.142421989821185591e-01 3.879400497074011156e+01 3.776731308516102725e+00
4.153276291307205215e-01 3.872030183669492232e+01 3.782141977108688380e+00
4.164132053005181744e-01 3.864680584841614319e+01 3.787554088208884728e+00
4.174989271358203746e-01 3.857351644408738167e+01 3.792967609162626541e+00
4.185847942888913376e-01 3.850043306164364054e+01 3.798382507504777461e+00
4.196708064198566568e-01 3.842755513879480134e+01 3.803798750958637953e+00
4.207569631966103230e-01 3.835488211306707029e+01 3.809216307434073023e+00
4.218432642947229083e-01 3.828241342181846818e+01 3.814635145027553964e+00
4.229297093973508059e-01 3.821014850227877702e+01 3.820055232020340696e+00
4.240162981951463017e-01 3.813808679157526171e+01 3.825476536877703726e+00
4.251030303861685899e-01 3.806622772675184052e+01 3.830899028248609284e+00
4.261899056757953441e-01 3.799457074481025387e+01 3.836322674963717816e+00
4.272769237766363970e-01 3.792311528272847454e+01 3.841747446035077562e+00
4.283640844084470323e-01 3.785186077748559086e+01 3.847173310655303879e+00
4.294513872980430524e-01 3.778080666609623961e+01 3.852600238196000060e+00
4.305388321792159578e-01 3.770995238563406105e+01 3.858028198206981951e+00
4.316264187926500684e-01 3.763929737324757951e+01 3.863457160416069680e+00
4.327141468858397566e-01 3.756884106620378816e+01 3.868887094726725984e+00
4.338020162130080126e-01 3.749858290189417431e+01 3.874317971218545598e+00
4.348900265350248984e-01 3.742852231787144746e+01 3.879749760145361659e+00
4.359781776193287772e-01 3.735865875187189289e+01 3.885182431934438352e+00
4.370664692398463780e-01 3.728899164182963233e+01 3.890615957186259966e+00
4.381549011769149682e-01 3.721952042591752274e+01 3.896050306672230956e+00
4.392434732172048606e-01 3.715024454255177488e+01 3.901485451335174215e+00
4.403321851536428633e-01 3.708116343042735963e+01 3.906921362287399724e+00
4.414210367853368400e-01 3.701227652853866346e+01 3.912358010809902531e+00
4.425100279175006035e-01 3.694358327619219295e+01 3.917795368352174457e+00
4.435991583613795308e-01 3.687508311304203090e+01 3.923233406530179934e+00
4.446884279341778989e-01 3.680677547909837699e+01 3.928672097126450602e+00
4.457778364589860542e-01 3.673865981475930198e+01 3.934111412088309390e+00
4.468673837647088032e-01 3.667073556082577568e+01 3.939551323527400228e+00
4.479570696859942469e-01 3.660300215852161898e+01 3.944991803718815859e+00
4.490468940631640038e-01 3.653545904951609913e+01 3.950432825099967182e+00
4.501368567421435984e-01 3.646810567594155117e+01 3.955874360269855838e+00
4.512269575743939609e-01 3.640094148041471556e+01 3.961316381988007951e+00
4.523171964168430925e-01 3.633396590605666177e+01 3.966758863173504235e+00
4.534075731318195635e-01 3.626717839650488884e+01 3.972201776904622506e+00
4.544980875869857884e-01 3.620057839594072391e+01 3.977645096417228743e+00
4.555887396552722457e-01 3.613416534910592048e+01 3.983088795103997715e+00
4.566795292148123631e-01 3.606793870131406976e+01 3.988532846514067476e+00
4.577704561488789015e-01 3.600189789847406274e+01 3.993977224351664912e+00
4.588615203458196179e-01 3.593604238710714327e+01 3.999421902475241097e+00
4.599527216989949818e-01 3.587037161435912225e+01 4.004866854897007222e+00
4.610440601067154476e-01 3.580488502802633377e+01 4.010312055781269258e+00
4.621355354721803921e-01 3.573958207656063735e+01 4.015757479444530098e+00
4.632271477034172746e-01 3.567446220909647536e+01 4.021203100353702098e+00
4.643188967132211853e-01 3.560952487545871747e+01 4.026648893125915230e+00
4.654107824190954479e-01 3.554476952618355057e+01 4.032094832527219452e+00
4.665028047431930558e-01 3.548019561253028797e+01 4.037540893472020720e+00
4.675949636122581632e-01 3.541580258649896251e+01 4.042987051022016942e+00
4.686872589575687420e-01 3.535158990084216413e+01 4.048433280385602906e+00
4.697796907148792389e-01 3.528755700908322979e+01 4.053879556916710314e+00
4.708722588243648977e-01 3.522370336553026959e+01 4.059325856113995101e+00
4.719649632305657483e-01 3.516002842528514805e+01 4.064772153620419104e+00
4.730578038823315956e-01 3.509653164426573113e+01 4.070218425221710845e+00
4.741507807327673407e-01 3.503321247921109460e+01 4.075664646846223427e+00
4.752438937391797458e-01 3.497007038770167497e+01 4.081110794563542754e+00
4.763371428630235327e-01 3.490710482816673021e+01 4.086556844584117165e+00
4.774305280698492582e-01 3.484431525989857903e+01 4.092002773258347936e+00
4.785240493292505781e-01 3.478170114307197025e+01 4.097448557075150433e+00
4.796177066148135104e-01 3.471926193874446653e+01 4.102894172662201022e+00
4.807114999040650316e-01 3.465699710887697904e+01 4.108339596784388981e+00
4.818054291784229504e-01 3.459490611634802804e+01 4.113784806342795086e+00
4.828994944231457254e-01 3.453298842495365051e+01 4.119229778374931428e+00
4.839936956272837265e-01 3.447124349943082677e+01 4.124674490052875342e+00
4.850880327836302186e-01 3.440967080546324297e+01 4.130118918682967433e+00
4.861825058886735107e-01 3.434826980969265975e+01 4.135563041704977572e+00
4.872771149425487169e-01 3.428703997973109097e+01 4.141006836691197179e+00
4.883718599489912937e-01 3.422598078416868361e+01 4.146450281345899214e+00
4.894667409152904103e-01 3.416509169258544176e+01 4.151893353504426010e+00
4.905617578522423750e-01 3.410437217556587086e+01 4.157336031132022214e+00
4.916569107741057265e-01 3.404382170470108093e+01 4.162778292323754847e+00
4.927521996985559927e-01 3.398343975260303296e+01 4.168220115303341800e+00
4.938476246466412256e-01 3.392322579291289486e+01 4.173661478422503457e+00
4.949431856427374821e-01 3.386317930031331258e+01 4.179102360159923535e+00
4.960388827145062463e-01 3.380329975052984537e+01 4.184542739121195787e+00
4.971347158928506316e-01 3.374358662035193390e+01 4.189982594036980146e+00
4.982306852118731366e-01 3.368403938762840255e+01 4.195421903763456584e+00
4.993267907088333457e-01 3.362465753128552848e+01 4.200860647280716620e+00
5.004230324241067951e-01 3.356544053133622896e+01 4.206298803691941757e+00
5.015194104011432286e-01 3.350638786887425624e+01 4.211736352223952373e+00
5.026159246864264629e-01 3.344749902610050896e+01 4.217173272224796321e+00
5.037125753294336983e-01 3.338877348631987729e+01 4.222609543164021595e+00
5.048093623825963272e-01 3.333021073395071454e+01 4.228045144631794372e+00
5.059062859012597446e-01 3.327181025453823793e+01 4.233480056337609376e+00
5.070033459436457113e-01 3.321357153474886559e+01 4.238914258110797917e+00
5.081005425708126078e-01 3.315549406239014019e+01 4.244347729898599653e+00
5.091978758466182420e-01 3.309757732641313765e+01 4.249780451765899691e+00
5.102953458376822127e-01 3.303982081691530226e+01 4.255212403894871542e+00
5.113929526133484949e-01 3.298222402515483509e+01 4.260643566583564024e+00
5.124906962456488024e-01 3.292478644355217199e+01 4.266073920245651685e+00
5.135885768092663950e-01 3.286750756569388443e+01 4.271503445409985389e+00
5.146865943815001065e-01 3.281038688634453138e+01 4.276932122719347973e+00
5.157847490422289294e-01 3.275342390145066673e+01 4.282359932929963087e+00
5.168830408738763760e-01 3.269661810814378100e+01 4.287786856911079525e+00
5.179814699613768392e-01 3.263996900475351737e+01 4.293212875643575011e+00
5.190800363921401761e-01 3.258347609079800833e+01 4.298637970220742233e+00
5.201787402560188456e-01 3.252713886700959733e+01 4.304062121845648292e+00
5.212775816452730471e-01 3.247095683532485566e+01 4.309485311831942056e+00
5.223765606545389684e-01 3.241492949889300235e+01 4.314907521602870055e+00
5.234756773807952568e-01 3.235905636208738656e+01 4.320328732689969975e+00
5.245749319233309338e-01 3.230333693049853139e+01 4.325748926733571587e+00
5.256743243837125323e-01 3.224777071095144976e+01 4.331168085480899599e+00
5.267738548657536768e-01 3.219235721149983220e+01 4.336586190786443140e+00
5.278735234754831085e-01 3.213709594143698212e+01 4.342003224610658130e+00
5.289733303211135995e-01 3.208198641129729367e+01 4.347419169019612006e+00
5.300732755130115326e-01 3.202702813286030192e+01 4.352834006184342464e+00
5.311733591636670360e-01 3.197222061915977065e+01 4.358247718379721469e+00
5.322735813876633415e-01 3.191756338447338237e+01 4.363660287985230646e+00
5.333739423016478076e-01 3.186305594434290001e+01 4.369071697482709737e+00
5.344744420243021654e-01 3.180869781557278131e+01 4.374481929456221607e+00
5.355750806763144301e-01 3.175448851622545732e+01 4.379890966592256518e+00
5.366758583803493687e-01 3.170042756563523056e+01 4.385298791678064134e+00
5.377767752610211893e-01 3.164651448440647030e+01 4.390705387601548715e+00
5.388778314448645634e-01 3.159274879441950290e+01 4.396110737350379161e+00
5.399790270603083142e-01 3.153913001882558120e+01 4.401514824012198623e+00
5.410803622376469946e-01 3.148565768206410809e+01 4.406917630772579919e+00
5.421818371090147970e-01 3.143233130984982537e+01 4.412319140915998084e+00
5.432834518083579090e-01 3.137915042918931974e+01 4.417719337823838188e+00
5.443852064714094219e-01 3.132611456836986719e+01 4.423118204975210688e+00
5.454871012356621307e-01 3.127322325697651451e+01 4.428515725944852655e+00
5.465891362403433318e-01 3.122047602588209259e+01 4.433911884403822334e+00
5.476913116263892878e-01 3.116787240725394170e+01 4.439306664118454648e+00
5.487936275364203587e-01 3.111541193456219290e+01 4.444700048949159488e+00
5.498960841147154666e-01 3.106309414256871548e+01 4.450092022851184659e+00
5.509986815071881150e-01 3.101091856734006313e+01 4.455482569872926568e+00
5.521014198613615198e-01 3.095888474624537423e+01 4.460871674155760580e+00
5.532042993263452946e-01 3.090699221795949470e+01 4.466259319933341132e+00
5.543073200528111366e-01 3.085524052246034543e+01 4.471645491531491601e+00
5.554104821929697344e-01 3.080362920103482338e+01 4.477030173367180232e+00
5.565137859005468979e-01 3.075215779628031854e+01 4.482413349947984571e+00
5.576172313307613537e-01 3.070082585210143478e+01 4.487795005872008858e+00
5.587208186403019861e-01 3.064963291372151488e+01 4.493175125826280869e+00
5.598245479873049657e-01 3.059857852766604935e+01 4.498553694588062868e+00
5.609284195313319898e-01 3.054766224178378309e+01 4.503930697022218155e+00
5.620324334333480776e-01 3.049688360523295572e+01 4.509306118082230697e+00
5.631365898557003646e-01 3.044624216849071274e+01 4.514679942808772495e+00
5.642408889620965651e-01 3.039573748334775516e+01 4.520052156329843029e+00
5.653453309175832109e-01 3.034536910291498657e+01 4.525422743859605745e+00
5.664499158885256680e-01 3.029513658162380807e+01 4.530791690697911100e+00
5.675546440425869310e-01 3.024503947521476377e+01 4.536158982231060399e+00
5.686595155487074171e-01 3.019507734075641281e+01 4.541524603929318005e+00
5.697645305770844271e-01 3.014524973663458596e+01 4.546888541347605006e+00
5.708696892991530492e-01 3.009555622255411933e+01 4.552250780124841967e+00
5.719749918875651762e-01 3.004599635953875847e+01 4.557611305983482630e+00
5.730804385161712977e-01 2.999656970993316918e+01 4.562970104728819365e+00
5.741860293600001830e-01 2.994727583740674248e+01 4.568327162248090545e+00
5.752917645952404513e-01 2.989811430694154382e+01 4.573682464511294121e+00
5.763976443992215870e-01 2.984908468484787747e+01 4.579035997569003591e+00
5.775036689503957321e-01 2.980018653875005086e+01 4.584387747553427594e+00
5.786098384283181462e-01 2.975141943759643226e+01 4.589737700676804977e+00
5.797161530136304419e-01 2.970278295165453031e+01 4.595085843231431433e+00
5.808226128880418226e-01 2.965427665250995304e+01 4.600432161589279367e+00
5.819292182343115405e-01 2.960590011306740976e+01 4.605776642201362847e+00
5.830359692362311330e-01 2.955765290755393337e+01 4.611119271596861857e+00
5.841428660786074367e-01 2.950953461151492263e+01 4.616460036383041476e+00
5.852499089472453786e-01 2.946154480180579682e+01 4.621798923245646229e+00
5.863570980289308787e-01 2.941368305660735061e+01 4.627135918946673421e+00
5.874644335114138638e-01 2.936594895541486139e+01 4.632471010325044602e+00
5.885719155833926131e-01 2.931834207903555267e+01 4.637804184296348886e+00
5.896795444344964388e-01 2.927086200959813667e+01 4.643135427851237118e+00
5.907873202552702541e-01 2.922350833054224140e+01 4.648464728056059592e+00
5.918952432371580308e-01 2.917628062661575683e+01 4.653792072052618245e+00
5.930033135724871451e-01 2.912917848388487130e+01 4.659117447056487116e+00
5.941115314544532788e-01 2.908220148973000718e+01 4.664440840356903983e+00
5.952198970771045428e-01 2.903534923283218205e+01 4.669762239317765129e+00
5.963284106353260450e-01 2.898862130318821428e+01 4.675081631375330282e+00
5.974370723248255688e-01 2.894201729210042373e+01 4.680399004038830135e+00
5.985458823421178076e-01 2.889553679217821980e+01 4.685714344889726490e+00
5.996548408845104872e-01 2.884917939733545822e+01 4.691027641581421825e+00
6.007639481500891554e-01 2.880294470279227781e+01 4.696338881838492796e+00
6.018732043377034158e-01 2.875683230507116761e+01 4.701648053456545462e+00
6.029826096469521612e-01 2.871084180199157743e+01 4.706955144302269467e+00
6.040921642781701406e-01 2.866497279267651521e+01 4.712260142312080902e+00
6.052018684324134146e-01 2.861922487754812039e+01 4.717563035492058354e+00
6.063117223114463661e-01 2.857359765832062592e+01 4.722863811918153409e+00
6.074217261177277116e-01 2.852809073800978368e+01 4.728162459734520873e+00
6.085318800543971784e-01 2.848270372091677416e+01 4.733458967154773767e+00
6.096421843252625150e-01 2.843743621264341570e+01 4.738753322459632322e+00
6.107526391347861683e-01 2.839228782007314322e+01 4.744045513998531582e+00
6.118632446880726272e-01 2.834725815138160954e+01 4.749335530187787313e+00
6.129740011908553221e-01 2.830234681603241853e+01 4.754623359510480540e+00
6.140849088494843011e-01 2.825755342477209098e+01 4.759908990516444227e+00
6.151959678709137957e-01 2.821287758962801107e+01 4.765192411821903562e+00
6.163071784626897864e-01 2.816831892390845482e+01 4.770473612108843575e+00
6.174185408329380120e-01 2.812387704220695994e+01 4.775752580123891811e+00
6.185300551903513133e-01 2.807955156038340405e+01 4.781029304679933034e+00
6.196417217441788639e-01 2.803534209558134194e+01 4.786303774653439369e+00
6.207535407042136244e-01 2.799124826621196860e+01 4.791575978985750162e+00
6.218655122807807967e-01 2.794726969195832567e+01 4.796845906681948435e+00
6.229776366847268321e-01 2.790340599377293884e+01 4.802113546810523381e+00
6.240899141274074413e-01 2.785965679387114946e+01 4.807378888503528458e+00
6.252023448206772693e-01 2.781602171573872084e+01 4.812641920955052832e+00
6.263149289768780159e-01 2.777250038411795430e+01 4.817902633422249892e+00
6.274276668088277775e-01 2.772909242501029681e+01 4.823161015224394887e+00
6.285405585298105002e-01 2.768579746567591116e+01 4.828417055742302288e+00
6.296536043535654326e-01 2.764261513463396014e+01 4.833670744417649878e+00
6.307668044942756902e-01 2.759954506165023602e+01 4.838922070753840288e+00
6.318801591665588191e-01 2.755658687774231552e+01 4.844171024314739782e+00
6.329936685854564704e-01 2.751374021517762358e+01 4.849417594724269698e+00
6.341073329664232983e-01 2.747100470746320511e+01 4.854661771667005965e+00
6.352211525253177449e-01 2.742837998935898014e+01 4.859903544885924020e+00
6.363351274783923817e-01 2.738586569685570637e+01 4.865142904184441619e+00
6.374492580422830290e-01 2.734346146718885961e+01 4.870379839424073154e+00
6.385635444340002076e-01 2.730116693882278867e+01 4.875614340525729062e+00
6.396779868709185912e-01 2.725898175145905356e+01 4.880846397468034503e+00
6.407925855707684581e-01 2.721690554603011947e+01 4.886076000287459031e+00
6.419073407516256990e-01 2.717493796469049627e+01 4.891303139078758022e+00
6.430222526319028242e-01 2.713307865082548176e+01 4.896527803993241612e+00
6.441373214303396377e-01 2.709132724903815870e+01 4.901749985239720608e+00
6.452525473659950217e-01 2.704968340515800662e+01 4.906969673082790528e+00
6.463679306582367223e-01 2.700814676622389499e+01 4.912186857844284660e+00
6.474834715267340224e-01 2.696671698048860222e+01 4.917401529902061696e+00
6.485991701914475271e-01 2.692539369742394939e+01 4.922613679688697452e+00
6.497150268726220590e-01 2.688417656770447195e+01 4.927823297692867754e+00
6.508310417907769985e-01 2.684306524321050347e+01 4.933030374458304834e+00
6.519472151666988458e-01 2.680205937702719865e+01 4.938234900583261755e+00
6.530635472214320059e-01 2.676115862344221696e+01 4.943436866720129608e+00
6.541800381762716832e-01 2.672036263793345867e+01 4.948636263576334571e+00
6.552966882527548886e-01 2.667967107718191144e+01 4.953833081912037528e+00
6.564134976726531123e-01 2.663908359905541445e+01 4.959027312541531174e+00
6.575304666579637747e-01 2.659859986260959630e+01 4.964218946332458415e+00
6.586475954309030101e-01 2.655821952808809527e+01 4.969407974205112488e+00
6.597648842138978953e-01 2.651794225691815399e+01 4.974594387132333928e+00
6.608823332295787889e-01 2.647776771170493149e+01 4.979778176139562085e+00
6.619999427007715598e-01 2.643769555623103784e+01 4.984959332304238266e+00
6.631177128504905927e-01 2.639772545545980975e+01 4.990137846754699069e+00
6.642356439019314607e-01 2.635785707551289647e+01 4.995313710672401264e+00
6.653537360784632648e-01 2.631809008368837155e+01 5.000486915288919754e+00
6.664719896036215285e-01 2.627842414845047614e+01 5.005657451886587062e+00
6.675904047011020914e-01 2.623885893942199488e+01 5.010825311798816628e+00
6.687089815947527827e-01 2.619939412738618145e+01 5.015990486409179105e+00
6.698277205085674257e-01 2.616002938428232127e+01 5.021152967151306434e+00
6.709466216666788441e-01 2.612076438320252691e+01 5.026312745508633384e+00
6.720656852933519776e-01 2.608159879838538941e+01 5.031469813014563641e+00
6.731849116129772215e-01 2.604253230522725104e+01 5.036624161250295550e+00
6.743043008500645419e-01 2.600356458025568429e+01 5.041775781847649185e+00
6.754238532292358155e-01 2.596469530114513802e+01 5.046924666486328981e+00
6.765435689752195003e-01 2.592592414670678735e+01 5.052070806894577437e+00
6.776634483128437525e-01 2.588725079688528297e+01 5.057214194848933531e+00
6.787834914670307640e-01 2.584867493275800143e+01 5.062354822173660729e+00
6.799036986627896573e-01 2.581019623652987605e+01 5.067492680740744326e+00
6.810240701252113782e-01 2.577181439153387998e+01 5.072627762469156920e+00
6.821446060794618127e-01 2.573352908221660229e+01 5.077760059326108966e+00
6.832653067507770128e-01 2.569533999415103054e+01 5.082889563324650695e+00
6.843861723644558692e-01 2.565724681402521057e+01 5.088016266524522102e+00
6.855072031458555593e-01 2.561924922963528672e+01 5.093140161032409630e+00
6.866283993203852187e-01 2.558134692989199976e+01 5.098261239000382083e+00
6.877497611135006128e-01 2.554353960480577257e+01 5.103379492627245106e+00
6.888712887506980298e-01 2.550582694549677854e+01 5.108494914156472611e+00
6.899929824575097292e-01 2.546820864417949082e+01 5.113607495877650067e+00
6.911148424594972806e-01 2.543068439416782667e+01 5.118717230125076512e+00
6.922368689822474552e-01 2.539325388986699394e+01 5.123824109278209527e+00
6.933590622513656765e-01 2.535591682677374692e+01 5.128928125760937817e+00
6.944814224924720225e-01 2.531867290147189209e+01 5.134029272041524372e+00
6.956039499311950092e-01 2.528152181162650081e+01 5.139127540632723701e+00
6.967266447931675932e-01 2.524446325598537655e+01 5.144222924090895432e+00
6.978495073040206220e-01 2.520749693437270977e+01 5.149315415016198827e+00
6.989725376893791697e-01 2.517062254768809026e+01 5.154405006052050098e+00
7.000957361748574304e-01 2.513383979789668032e+01 5.159491689885808086e+00
7.012191029860532776e-01 2.509714838803587966e+01 5.164575459247163991e+00
7.023426383485438240e-01 2.506054802220722522e+01 5.169656306908595234e+00
7.034663424878807580e-01 2.502403840556837977e+01 5.174734225685794442e+00
7.045902156295855701e-01 2.498761924434204218e+01 5.179809208435758983e+00
7.057142579991452225e-01 2.495129024579970078e+01 5.184881248058362146e+00
7.068384698220069318e-01 2.491505111826590024e+01 5.189950337495108812e+00
7.079628513235745046e-01 2.487890157111079148e+01 5.195016469729480946e+00
7.090874027292031201e-01 2.484284131475311597e+01 5.200079637785844255e+00
7.102121242641956655e-01 2.480687006065050326e+01 5.205139834730146298e+00
7.113370161537978520e-01 2.477098752129837678e+01 5.210197053669383571e+00
7.124620786231941061e-01 2.473519341022722173e+01 5.215251287751328846e+00
7.135873118975037954e-01 2.469948744200142698e+01 5.220302530164000920e+00
7.147127162017764546e-01 2.466386933221081890e+01 5.225350774136199306e+00
7.158382917609876772e-01 2.462833879747071109e+01 5.230396012936825656e+00
7.169640388000358966e-01 2.459289555542079597e+01 5.235438239874366850e+00
7.180899575437372784e-01 2.455753932471385426e+01 5.240477448297826690e+00
7.192160482168226121e-01 2.452226982502200769e+01 5.245513631595172477e+00
7.203423110439326482e-01 2.448708677702937209e+01 5.250546783193700051e+00
7.214687462496151005e-01 2.445198990242759152e+01 5.255576896560008038e+00
7.225953540583204271e-01 2.441697892391582414e+01 5.260603965199337040e+00
7.237221346943980560e-01 2.438205356518901468e+01 5.265627982656575945e+00
7.248490883820923880e-01 2.434721355094903217e+01 5.270648942513996182e+00
7.259762153455399103e-01 2.431245860688738247e+01 5.275666838393070712e+00
7.271035158087649775e-01 2.427778845969242738e+01 5.280681663952774052e+00
7.282309899956763699e-01 2.424320283703768553e+01 5.285693412890595688e+00
7.293586381300639632e-01 2.420870146758515062e+01 5.290702078941404096e+00
7.304864604355949531e-01 2.417428408098024661e+01 5.295707655877507136e+00
7.316144571358110804e-01 2.413995040784302759e+01 5.300710137509270226e+00
7.327426284541244117e-01 2.410570017977250146e+01 5.305709517683829368e+00
7.338709746138142309e-01 2.407153312934217126e+01 5.310705790285064509e+00
7.349994958380243748e-01 2.403744899009613434e+01 5.315698949233522264e+00
7.361281923497594581e-01 2.400344749653710608e+01 5.320688988487495941e+00
7.372570643718815431e-01 2.396952838413718112e+01 5.325675902040803322e+00
7.383861121271071415e-01 2.393569138932904039e+01 5.330659683923404835e+00
7.395153358380045505e-01 2.390193624949836959e+01 5.335640328201861848e+00
7.406447357269900778e-01 2.386826270298854880e+01 5.340617828978000858e+00
7.417743120163254877e-01 2.383467048908561736e+01 5.345592180390452697e+00
7.429040649281144493e-01 2.380115934803042421e+01 5.350563376612231359e+00
7.440339946843002039e-01 2.376772902100250562e+01 5.355531411852441970e+00
7.451641015066626794e-01 2.373437925012532546e+01 5.360496280354859699e+00
7.462943856168149370e-01 2.370110977845657629e+01 5.365457976398716688e+00
7.474248472362008400e-01 2.366792034998863414e+01 5.370416494297985288e+00
7.485554865860922780e-01 2.363481070964888886e+01 5.375371828400664853e+00
7.496863038875861696e-01 2.360178060328444261e+01 5.380323973090441747e+00
7.508172993616021307e-01 2.356882977767345722e+01 5.385272922784318794e+00
7.519484732288790330e-01 2.353595798051300392e+01 5.390218671933800110e+00
7.530798257099733384e-01 2.350316496041478231e+01 5.395161215024883106e+00
7.542113570252555466e-01 2.347045046691323833e+01 5.400100546576195093e+00
7.553430673949081964e-01 2.343781425044832645e+01 5.405036661140938392e+00
7.564749570389236455e-01 2.340525606236846912e+01 5.409969553305800538e+00
7.576070261771004066e-01 2.337277565492937725e+01 5.414899217690504862e+00
7.587392750290415933e-01 2.334037278128772286e+01 5.419825648948102703e+00
7.598717038141525881e-01 2.330804719550246773e+01 5.424748841764146512e+00
7.610043127516378236e-01 2.327579865252501179e+01 5.429668790857536287e+00
7.621371020604994495e-01 2.324362690819803134e+01 5.434585490980061273e+00
7.632700719595340022e-01 2.321153171925681136e+01 5.439498936915576621e+00
7.644032226673304065e-01 2.317951284331997286e+01 5.444409123480750345e+00
7.655365544022684210e-01 2.314757003889431530e+01 5.449316045523707963e+00
7.666700673825153078e-01 2.311570306536353314e+01 5.454219697925121402e+00
7.678037618260240560e-01 2.308391168298559037e+01 5.459120075597978072e+00
7.689376379505318271e-01 2.305219565289849371e+01 5.464017173486056755e+00
7.700716959735565137e-01 2.302055473710216305e+01 5.468910986566099197e+00
7.712059361123960732e-01 2.298898869847614890e+01 5.473801509844440361e+00
7.723403585841253083e-01 2.295749730075507600e+01 5.478688738360157018e+00
7.734749636055939792e-01 2.292608030853692824e+01 5.483572667183191029e+00
7.746097513934256940e-01 2.289473748727937519e+01 5.488453291414265856e+00
7.757447221640145774e-01 2.286346860329416231e+01 5.493330606185138798e+00
7.768798761335240499e-01 2.283227342374543767e+01 5.498204606658241289e+00
7.780152135178850514e-01 2.280115171665053708e+01 5.503075288025926604e+00
7.791507345327938205e-01 2.277010325086751763e+01 5.507942645511791468e+00
7.802864393937095633e-01 2.273912779609553425e+01 5.512806674370008153e+00
