y_bar r2
2.007631264469439125e-01 1.014590819700320924e-02
2.041658743528243225e-01 1.066534289921908414e-02
2.075686222587047325e-01 1.120191380868100668e-02
2.109713701645851147e-01 1.175587351069790239e-02
2.143741180704655247e-01 1.232747291124202012e-02
2.177768659763459347e-01 1.291696121314081860e-02
2.211796138822263447e-01 1.352458589282654056e-02
2.245823617881067547e-01 1.415059267765723071e-02
2.279851096939871369e-01 1.479522552382222210e-02
2.313878575998675469e-01 1.545872659484525541e-02
2.347906055057479568e-01 1.614133624069695808e-02
2.381933534116283668e-01 1.684329297752864760e-02
2.415961013175087768e-01 1.756483346803848836e-02
2.449988492233891868e-01 1.830619250248041036e-02
2.484015971292695690e-01 1.906760298032585121e-02
2.518043450351499790e-01 1.984929589258771152e-02
2.552070929410303890e-01 2.065150030481521792e-02
2.586098408469107435e-01 2.147444334076802769e-02
2.620125887527911535e-01 2.231835016677720038e-02
2.654153366586715634e-01 2.318344397679989594e-02
2.688180845645519734e-01 2.406994597817451245e-02
2.722208324704323834e-01 2.497807537808189801e-02
2.756235803763127934e-01 2.590804937071793448e-02
2.790263282821932034e-01 2.686008312518233659e-02
2.824290761880736134e-01 2.783438977408729531e-02
2.858318240939540233e-01 2.883118040288995543e-02
2.892345719998344333e-01 2.985066403995117329e-02
2.926373199057148433e-01 3.089304764732308042e-02
2.960400678115952533e-01 3.195853611226692065e-02
2.994428157174756078e-01 3.304733223950256232e-02
3.028455636233560178e-01 3.415963674419002921e-02
3.062483115292364277e-01 3.529564824564276893e-02
3.096510594351168377e-01 3.645556326177258610e-02
3.130538073409972477e-01 3.763957620426469641e-02
3.164565552468776577e-01 3.884787937448099665e-02
3.198593031527580677e-01 4.008066296008973295e-02
3.232620510586384777e-01 4.133811503241843072e-02
3.266647989645188876e-01 4.262042154452665155e-02
3.300675468703992976e-01 4.392776632999502440e-02
3.334702947762797076e-01 4.526033110242586727e-02
3.368730426821600621e-01 4.661829545565044502e-02
3.402757905880404721e-01 4.800183686463802696e-02
3.436785384939208821e-01 4.941113068709993006e-02
3.470812863998012920e-01 5.084635016578318428e-02
3.504840343056817020e-01 5.230766643144645761e-02
3.538867822115621120e-01 5.379524850651092732e-02
3.572895301174425220e-01 5.530926330937906837e-02
3.606922780233229320e-01 5.684987565941224813e-02
3.640950259292033420e-01 5.841724828255977914e-02
3.674977738350837519e-01 6.001154181762946571e-02
3.709005217409641619e-01 6.163291482319131070e-02
3.743032696468445719e-01 6.328152378510430720e-02
3.777060175527249264e-01 6.495752312465567779e-02
3.811087654586053364e-01 6.666106520730408214e-02
3.845115133644857464e-01 6.839230035201407376e-02
3.879142612703661563e-01 7.015137684117232764e-02
3.913170091762465663e-01 7.193844093107366888e-02
3.947197570821269763e-01 7.375363686296555754e-02
3.981225049880073863e-01 7.559710687464042678e-02
4.015252528938877963e-01 7.746899121256071996e-02
4.049280007997682063e-01 7.936942814450857753e-02
4.083307487056486162e-01 8.129855397274535211e-02
4.117334966115290262e-01 8.325650304766704646e-02
4.151362445174094362e-01 8.524340778194658408e-02
4.185389924232897907e-01 8.725939866514616228e-02
4.219417403291702007e-01 8.930460427878979257e-02
4.253444882350506107e-01 9.137915131188006912e-02
4.287472361409310206e-01 9.348316457684645309e-02
4.321499840468114306e-01 9.561676702591460908e-02
4.355527319526918406e-01 9.778007976787715660e-02
4.389554798585722506e-01 9.997322208525843967e-02
4.423582277644526606e-01 1.021963114518561061e-01
4.457609756703330706e-01 1.044494635506449803e-01
4.491637235762134805e-01 1.067327922920341676e-01
4.525664714820938905e-01 1.090464098324568226e-01
4.559692193879742450e-01 1.113904265932847276e-01
4.593719672938546550e-01 1.137649512800502360e-01
4.627747151997350650e-01 1.161700909019636047e-01
4.661774631056154750e-01 1.186059507917107958e-01
4.695802110114958849e-01 1.210726346255183300e-01
4.729829589173762949e-01 1.235702444434738229e-01
4.763857068232567049e-01 1.260988806700822917e-01
4.797884547291371149e-01 1.286586421350536524e-01
4.831912026350175249e-01 1.312496260943002424e-01
4.865939505408979349e-01 1.338719282511337538e-01
4.899966984467783448e-01 1.365256427776523063e-01
4.933994463526587548e-01 1.392108623362950937e-01
4.968021942585391093e-01 1.419276781015627598e-01
5.002049421644195748e-01 1.446761797818829354e-01
5.036076900703000403e-01 1.474564556416081973e-01
5.070104379761803948e-01 1.502685925231417863e-01
5.104131858820608603e-01 1.531126758691701839e-01
5.138159337879412147e-01 1.559887897449891425e-01
5.172186816938215692e-01 1.588970168609252775e-01
5.206214295997020347e-01 1.618374385948221916e-01
5.240241775055823892e-01 1.648101350145923794e-01
5.274269254114628547e-01 1.678151849008206187e-01
5.308296733173432091e-01 1.708526657694057205e-01
5.342324212232236746e-01 1.739226538942300337e-01
5.376351691291040291e-01 1.770252243298447714e-01
5.410379170349844946e-01 1.801604509341705740e-01
5.444406649408648491e-01 1.833284063911810313e-01
5.478434128467453146e-01 1.865291622335831789e-01
5.512461607526256691e-01 1.897627888654697392e-01
5.546489086585060235e-01 1.930293555849402209e-01
5.580516565643864890e-01 1.963289306066768047e-01
5.614544044702668435e-01 1.996615810844647732e-01
5.648571523761473090e-01 2.030273731336642296e-01
5.682599002820276635e-01 2.064263718535927494e-01
5.716626481879081290e-01 2.098586413498472747e-01
5.750653960937884834e-01 2.133242447565298072e-01
5.784681439996689489e-01 2.168232442583782060e-01
5.818708919055493034e-01 2.203557011127943999e-01
5.852736398114297689e-01 2.239216756717701540e-01
5.886763877173101234e-01 2.275212274036796656e-01
5.920791356231905889e-01 2.311544149149642735e-01
5.954818835290709433e-01 2.348212959716685366e-01
5.988846314349512978e-01 2.385219275208569079e-01
6.022873793408317633e-01 2.422563657118678160e-01
6.056901272467121178e-01 2.460246659174278872e-01
6.090928751525925833e-01 2.498268827546058501e-01
6.124956230584729377e-01 2.536630701056061254e-01
6.158983709643534032e-01 2.575332811383940212e-01
6.193011188702337577e-01 2.614375683271372153e-01
6.227038667761142232e-01 2.653759834724967459e-01
6.261066146819945777e-01 2.693485777217059507e-01
6.295093625878750432e-01 2.733554015884758215e-01
6.329121104937553977e-01 2.773965049727118992e-01
6.363148583996357521e-01 2.814719371800291081e-01
6.397176063055162176e-01 2.855817469410681375e-01
6.431203542113965721e-01 2.897259824306117615e-01
6.465231021172770376e-01 2.939046912864964889e-01
6.499258500231573921e-01 2.981179206283112726e-01
6.533285979290378576e-01 3.023657170758815016e-01
6.567313458349182120e-01 3.066481267675417732e-01
6.601340937407986775e-01 3.109651953781929490e-01
6.635368416466790320e-01 3.153169681371321698e-01
6.669395895525594975e-01 3.197034898456697083e-01
6.703423374584398520e-01 3.241248048945042926e-01
6.737450853643202064e-01 3.285809572808978674e-01
6.771478332702006719e-01 3.330719906256028318e-01
6.805505811760810264e-01 3.375979481895564627e-01
6.839533290819614919e-01 3.421588728903684484e-01
6.873560769878418464e-01 3.467548073185471313e-01
6.907588248937223119e-01 3.513857937535173614e-01
6.941615727996026664e-01 3.560518741793841646e-01
6.975643207054831318e-01 3.607530903004879108e-01
7.009670686113634863e-01 3.654894835566847577e-01
7.043698165172439518e-01 3.702610951384404658e-01
7.077725644231243063e-01 3.750679660016437711e-01
7.111753123290047718e-01 3.799101368822147551e-01
7.145780602348851263e-01 3.847876483104609169e-01
7.179808081407654807e-01 3.897005406252130322e-01
7.213835560466459462e-01 3.946488539877047730e-01
7.247863039525263007e-01 3.996326283952263414e-01
7.281890518584067662e-01 4.046519036945624981e-01
7.315917997642871207e-01 4.097067195951629159e-01
7.349945476701675862e-01 4.147971156821178562e-01
7.383972955760479406e-01 4.199231314288565664e-01
7.418000434819284061e-01 4.250848062096500013e-01
7.452027913878087606e-01 4.302821793118752902e-01
7.486055392936892261e-01 4.355152899480493334e-01
7.520082871995695806e-01 4.407841772676284187e-01
7.554110351054499350e-01 4.460888803685938986e-01
7.588137830113304005e-01 4.514294383087868456e-01
7.622165309172107550e-01 4.568058901170538588e-01
7.656192788230912205e-01 4.622182748041587796e-01
7.690220267289715750e-01 4.676666313734578195e-01
7.724247746348520405e-01 4.731509988313858384e-01
7.758275225407323950e-01 4.786714161976630688e-01
7.792302704466128604e-01 4.842279225153879318e-01
7.826330183524932149e-01 4.898205568608255400e-01
7.860357662583736804e-01 4.954493583530422129e-01
7.894385141642540349e-01 5.011143661632674329e-01
7.928412620701343894e-01 5.068156195241240169e-01
7.962440099760148549e-01 5.125531577386303050e-01
7.996467578818952093e-01 5.183270201889361717e-01
8.030495057877756748e-01 5.241372463449534003e-01
8.064522536936560293e-01 5.299838757727055594e-01
8.098550015995364948e-01 5.358669481425560877e-01
8.132577495054168493e-01 5.417865032371729228e-01
8.166604974112973148e-01 5.477425809593516881e-01
8.200632453171776692e-01 5.537352213396135037e-01
8.234659932230581347e-01 5.597644645436492539e-01
8.268687411289384892e-01 5.658303508795253789e-01
8.302714890348189547e-01 5.719329208047873037e-01
8.336742369406993092e-01 5.780722149333135107e-01
8.370769848465796636e-01 5.842482740420144038e-01
8.404797327524601291e-01 5.904611390773599755e-01
8.438824806583404836e-01 5.967108511617399413e-01
8.472852285642209491e-01 6.029974515996352480e-01
8.506879764701013036e-01 6.093209818836284875e-01
8.540907243759817691e-01 6.156814837002787533e-01
8.574934722818621236e-01 6.220789989357451422e-01
8.608962201877425890e-01 6.285135696813834993e-01
8.642989680936229435e-01 6.349852382390627215e-01
8.677017159995034090e-01 6.414940471264140021e-01
8.711044639053837635e-01 6.480400390818377154e-01
8.745072118112641180e-01 6.546232570694394681e-01
8.779099597171445835e-01 6.612437442837827417e-01
8.813127076230249379e-01 6.679015441545187448e-01
8.847154555289054034e-01 6.745967003508291926e-01
8.881182034347857579e-01 6.813292567857422988e-01
8.915209513406662234e-01 6.880992576203647237e-01
8.949236992465465779e-01 6.949067472678955859e-01
8.983264471524270434e-01 7.017517703975651999e-01
9.017291950583073978e-01 7.086343719384187168e-01
9.051319429641878633e-01 7.155545970829718661e-01
9.085346908700682178e-01 7.225124912907224806e-01
9.119374387759485723e-01 7.295081002915824175e-01
9.153401866818290378e-01 7.365414700892074507e-01
9.187429345877093922e-01 7.436126469640520487e-01
9.221456824935898577e-01 7.507216774764896572e-01
9.255484303994702122e-01 7.578686084697469072e-01
9.289511783053506777e-01 7.650534870727184744e-01
9.323539262112310322e-01 7.722763607026461585e-01
9.357566741171114977e-01 7.795372770677753138e-01
9.391594220229918522e-01 7.868362841697741361e-01
9.425621699288723176e-01 7.941734303061994682e-01
9.459649178347526721e-01 8.015487640727345653e-01
9.493676657406331376e-01 8.089623343654051002e-01
9.527704136465134921e-01 8.164141903826666047e-01
9.561731615523938466e-01 8.239043816273822207e-01
9.595759094582743121e-01 8.314329579087261779e-01
9.629786573641546665e-01 8.389999693440272077e-01
9.663814052700351320e-01 8.466054663604593022e-01
9.697841531759154865e-01 8.542494996966588650e-01
9.731869010817959520e-01 8.619321204043244311e-01
9.765896489876763065e-01 8.696533798495963419e-01
9.799923968935567720e-01 8.774133297145393362e-01
9.833951447994371264e-01 8.852120219983862226e-01
9.867978927053175919e-01 8.930495090187577922e-01
9.902006406111979464e-01 9.009258434127912496e-01
9.936033885170783009e-01 9.088410781382718628e-01
9.970061364229587664e-01 9.167952664745976366e-01
1.000408884328839010e+00 9.247884620237025732e-01
1.003811632234719475e+00 9.328207187109082144e-01
1.007214380140599941e+00 9.408920907857363236e-01
1.010617128046480184e+00 9.490026328226461860e-01
1.014019875952360650e+00 9.571523997216272450e-01
1.017422623858241115e+00 9.653414467088622386e-01
1.020825371764121581e+00 9.735698293372521128e-01
1.024228119670001824e+00 9.818376034868702140e-01
1.027630867575882290e+00 9.901448253653959419e-01
1.031033615481762755e+00 9.984915515084616944e-01
1.034436363387642999e+00 1.006877838779965728e+00
1.037839111293523464e+00 1.015303744372357153e+00
1.041241859199403930e+00 1.023769325806768826e+00
1.044644607105284395e+00 1.032274640933216192e+00
1.048047355011164639e+00 1.040819747930713746e+00
1.051450102917045104e+00 1.049404705307244168e+00
1.054852850822925570e+00 1.058029571899868682e+00
1.058255598728806035e+00 1.066694406874568068e+00
1.061658346634686279e+00 1.075399269726283968e+00
1.065061094540566744e+00 1.084144220278689064e+00
1.068463842446447210e+00 1.092929318684059403e+00
1.071866590352327453e+00 1.101754625423086331e+00
1.075269338258207918e+00 1.110620201304548083e+00
1.078672086164088384e+00 1.119526107465112830e+00
1.082074834069968849e+00 1.128472405368950549e+00
1.085477581975849093e+00 1.137459156807375971e+00
1.088880329881729558e+00 1.146486423898483320e+00
1.092283077787610024e+00 1.155554269086733310e+00
1.095685825693490489e+00 1.164662755142374051e+00
1.099088573599370733e+00 1.173811945161108428e+00
1.102491321505251198e+00 1.183001902563393992e+00
1.105894069411131664e+00 1.192232691094057495e+00
1.109296817317011907e+00 1.201504374821606103e+00
1.112699565222892373e+00 1.210817018137600565e+00
1.116102313128772838e+00 1.220170685756079010e+00
1.119505061034653304e+00 1.229565442712860390e+00
1.122907808940533547e+00 1.239001354364856144e+00
1.126310556846414013e+00 1.248478486389361652e+00
1.129713304752294478e+00 1.257996904783280412e+00
1.133116052658174944e+00 1.267556675862409721e+00
1.136518800564055187e+00 1.277157866260636876e+00
1.139921548469935653e+00 1.286800542929110946e+00
1.143324296375816118e+00 1.296484773135459623e+00
1.146727044281696584e+00 1.306210624462935899e+00
1.150129792187576827e+00 1.315978164809547213e+00
1.153532540093457293e+00 1.325787462387085336e+00
1.156935287999337758e+00 1.335638585720402727e+00
1.160338035905218002e+00 1.345531603646378915e+00
1.163740783811098467e+00 1.355466585312998573e+00
1.167143531716978933e+00 1.365443600178398054e+00
1.170546279622859398e+00 1.375462718009966334e+00
1.173949027528739641e+00 1.385524008883310509e+00
1.177351775434620107e+00 1.395627543181240160e+00
1.180754523340500572e+00 1.405773391592848309e+00
1.184157271246381038e+00 1.415961625112433842e+00
1.187560019152261281e+00 1.426192315038466774e+00
1.190962767058141747e+00 1.436465532972563519e+00
1.194365514964022212e+00 1.446781350818514111e+00
1.197768262869902456e+00 1.457139840781134232e+00
1.201171010775782921e+00 1.467541075365109915e+00
1.204573758681663387e+00 1.477985127374132235e+00
1.207976506587543852e+00 1.488472069909682727e+00
1.211379254493424096e+00 1.499001976369913836e+00
1.214782002399304561e+00 1.509574920448601532e+00
1.218184750305185027e+00 1.520190976134041749e+00
1.221587498211065492e+00 1.530850217707879102e+00
1.224990246116945736e+00 1.541552719744010425e+00
1.228392994022826201e+00 1.552298557107465449e+00
1.231795741928706667e+00 1.563087804953259718e+00
1.235198489834586910e+00 1.573920538725238627e+00
1.238601237740467376e+00 1.584796834154919010e+00
1.242003985646347841e+00 1.595716767260436653e+00
1.245406733552228307e+00 1.606680414345240449e+00
1.248809481458108550e+00 1.617687851997009485e+00
1.252212229363989016e+00 1.628739157086518397e+00
1.255614977269869481e+00 1.639834406766427222e+00
1.259017725175749947e+00 1.650973678470097683e+00
1.262420473081630190e+00 1.662157049910477635e+00
1.265823220987510656e+00 1.673384599078911572e+00
1.269225968893391121e+00 1.684656404243840999e+00
1.272628716799271364e+00 1.695972543949830325e+00
1.276031464705151830e+00 1.707333097016275891e+00
1.279434212611032295e+00 1.718738142536208935e+00
1.282836960516912761e+00 1.730187759875132736e+00
1.286239708422793004e+00 1.741682028669821580e+00
1.289642456328673470e+00 1.753221028827254724e+00
1.293045204234553935e+00 1.764804840523266138e+00
1.296447952140434401e+00 1.776433544201433179e+00
1.299850700046314644e+00 1.788107220571916178e+00
1.303253447952195110e+00 1.799825950610211223e+00
1.306656195858075575e+00 1.811589815556065686e+00
1.310058943763955819e+00 1.823398896912218792e+00
1.313461691669836284e+00 1.835253276443216119e+00
1.316864439575716750e+00 1.847153036174292273e+00
1.320267187481597215e+00 1.859098258390077696e+00
1.323669935387477459e+00 1.871089025633586589e+00
1.327072683293357924e+00 1.883125420704904851e+00
1.330475431199238390e+00 1.895207526660084518e+00
1.333878179105118855e+00 1.907335426809890100e+00
1.337280927010999099e+00 1.919509204718805817e+00
1.340683674916879564e+00 1.931728944203650045e+00
1.344086422822760030e+00 1.943994729332580329e+00
1.347489170728640273e+00 1.956306644423799312e+00
1.350891918634520739e+00 1.968664774044475596e+00
1.354294666540401204e+00 1.981069203009657720e+00
1.357697414446281670e+00 1.993520016380901261e+00
1.361100162352161913e+00 2.006017299465360448e+00
1.364502910258042379e+00 2.018561137814501638e+00
1.367905658163922844e+00 2.031151617222914485e+00
1.371308406069803310e+00 2.043788823727369586e+00
1.374711153975683553e+00 2.056472843605458234e+00
1.378113901881564018e+00 2.069203763374626970e+00
1.381516649787444484e+00 2.081981669790895939e+00
1.384919397693324949e+00 2.094806649847898328e+00
1.388322145599205193e+00 2.107678790775588951e+00
1.391724893505085658e+00 2.120598180039355185e+00
1.395127641410966124e+00 2.133564905338535933e+00
1.398530389316846367e+00 2.146579054605724401e+00
1.401933137222726833e+00 2.159640716005334138e+00
1.405335885128607298e+00 2.172749977932744603e+00
1.408738633034487764e+00 2.185906929013071931e+00
1.412141380940368007e+00 2.199111658099947686e+00
1.415544128846248473e+00 2.212364254274728381e+00
1.418946876752128938e+00 2.225664806845248922e+00
1.422349624658009404e+00 2.239013405344613794e+00
1.425752372563889647e+00 2.252410139530359956e+00
1.429155120469770113e+00 2.265855099383305760e+00
1.432557868375650578e+00 2.279348375106306168e+00
1.435960616281530822e+00 2.292890057123545322e+00
1.439363364187411287e+00 2.306480236079171853e+00
1.442766112093291753e+00 2.320119002836257938e+00
1.446168859999172218e+00 2.333806448475946205e+00
1.449571607905052462e+00 2.347542664296320858e+00
1.452974355810932927e+00 2.361327741811220626e+00
1.456377103716813393e+00 2.375161772749410538e+00
1.459779851622693858e+00 2.389044849053523656e+00
1.463182599528574102e+00 2.402977062878944636e+00
1.466585347434454567e+00 2.416958506592801204e+00
1.469988095340335033e+00 2.430989272772882792e+00
1.473390843246215276e+00 2.445069454206847404e+00
1.476793591152095741e+00 2.459199143891166006e+00
1.480196339057976207e+00 2.473378435029897293e+00
1.483599086963856672e+00 2.487607421033871891e+00
1.487001834869736916e+00 2.501886195519724687e+00
1.490404582775617381e+00 2.516214852308783279e+00
1.493807330681497847e+00 2.530593485426342770e+00
1.497210078587378312e+00 2.545022189100222931e+00
1.500612826493258556e+00 2.559501057760298348e+00
1.504015574399139021e+00 2.574030186037336243e+00
1.507418322305019487e+00 2.588609668761848948e+00
1.510821070210899730e+00 2.603239600963418887e+00
1.514223818116780196e+00 2.617920077869533735e+00
1.517626566022660661e+00 2.632651194904983338e+00
1.521029313928541127e+00 2.647433047690384011e+00
1.524432061834421370e+00 2.662265732041752653e+00
1.527834809740301836e+00 2.677149343969203343e+00
1.531237557646182301e+00 2.692083979676259897e+00
1.534640305552062767e+00 2.707069735558921053e+00
1.538043053457943010e+00 2.722106708204546255e+00
1.541445801363823476e+00 2.737194994391102032e+00
1.544848549269703941e+00 2.752334691086301799e+00
1.548251297175584185e+00 2.767525895446442785e+00
1.551654045081464650e+00 2.782768704815931748e+00
1.555056792987345116e+00 2.798063216726160096e+00
1.558459540893225581e+00 2.813409528894304401e+00
1.561862288799105825e+00 2.828807739223051509e+00
1.565265036704986290e+00 2.844257945799373744e+00
1.568667784610866756e+00 2.859760246893658486e+00
1.572070532516747221e+00 2.875314740958871518e+00
1.575473280422627465e+00 2.890921526629685268e+00
1.578876028328507930e+00 2.906580702721713649e+00
1.582278776234388395e+00 2.922292368230743786e+00
1.585681524140268639e+00 2.938056622331432166e+00
1.589084272046149104e+00 2.953873564376890304e+00
1.592487019952029570e+00 2.969743293897799674e+00
1.595889767857910035e+00 2.985665910601356554e+00
1.599292515763790279e+00 3.001641514370835484e+00
1.602695263669670744e+00 3.017670205264233019e+00
1.606098011575551210e+00 3.033752083513838294e+00
1.609500759481431675e+00 3.049887249525323973e+00
1.612903507387311919e+00 3.066075803876885608e+00
1.616306255293192384e+00 3.082317847318474247e+00
1.619709003199072850e+00 3.098613480771008621e+00
1.623111751104953315e+00 3.114962805325606876e+00
1.626514499010833559e+00 3.131365922242492328e+00
1.629917246916714024e+00 3.147822932950802954e+00
1.633319994822594490e+00 3.164333939047368371e+00
1.636722742728474733e+00 3.180899042295789236e+00
1.640125490634355199e+00 3.197518344626018028e+00
1.643528238540235664e+00 3.214191948133616972e+00
1.646930986446116130e+00 3.230919955078634498e+00
1.650333734351996373e+00 3.247702467885247746e+00
1.653736482257876839e+00 3.264539589140528442e+00
1.657139230163757304e+00 3.281431421594174669e+00
1.660541978069637770e+00 3.298378068157489906e+00
1.663944725975518013e+00 3.315379631902741320e+00
1.667347473881398479e+00 3.332436216062370615e+00
1.670750221787278944e+00 3.349547924028139612e+00
1.674152969693159188e+00 3.366714859350588895e+00
1.677555717599039653e+00 3.383937125738277096e+00
1.680958465504920119e+00 3.401214827057005063e+00
1.684361213410800584e+00 3.418548067329162610e+00
1.687763961316680827e+00 3.435936950732839001e+00
1.691166709222561293e+00 3.453381581601274064e+00
1.694569457128441758e+00 3.470882064422178725e+00
1.697972205034322224e+00 3.488438503836789106e+00
1.701374952940202467e+00 3.506051004639627600e+00
1.704777700846082933e+00 3.523719671777290952e+00
1.708180448751963398e+00 3.541444610347928901e+00
1.711583196657843642e+00 3.559225925600840501e+00
1.714985944563724107e+00 3.577063722935223566e+00
1.718388692469604573e+00 3.594958107900227517e+00
1.721791440375485038e+00 3.612909186193572264e+00
1.725194188281365282e+00 3.630917063661381672e+00
1.728596936187245747e+00 3.648981846297139064e+00
1.731999684093126213e+00 3.667103640241276885e+00
1.735402431999006678e+00 3.685282551780468818e+00
1.738805179904886922e+00 3.703518687346826876e+00
1.742207927810767387e+00 3.721812153517453758e+00
1.745610675716647853e+00 3.740163057013636383e+00
1.749013423622528096e+00 3.758571504700300991e+00
1.752416171528408562e+00 3.777037603585242209e+00
1.755818919434289027e+00 3.795561460818685173e+00
1.759221667340169493e+00 3.814143183692349837e+00
1.762624415246049736e+00 3.832782879639290652e+00
1.766027163151930202e+00 3.851480656232655786e+00
1.769429911057810667e+00 3.870236621185525916e+00
1.772832658963691133e+00 3.889050882350072236e+00
1.776235406869571376e+00 3.907923547717106594e+00
1.779638154775451842e+00 3.926854725415269698e+00
1.783040902681332307e+00 3.945844523710634988e+00
1.786443650587212550e+00 3.964893051005870195e+00
1.789846398493093016e+00 3.984000415839647147e+00
1.793249146398973481e+00 4.003166726886464133e+00
1.796651894304853947e+00 4.022392092955326071e+00
1.800054642210734190e+00 4.041676622989871071e+00
1.803457390116614656e+00 4.061020426067261546e+00
1.806860138022495121e+00 4.080423611397717032e+00
1.810262885928375587e+00 4.099886288324149142e+00
1.813665633834255830e+00 4.119408566321317799e+00
1.817068381740136296e+00 4.138990554995376492e+00
1.820471129646016761e+00 4.158632364083210575e+00
1.823873877551897005e+00 4.178334103452177040e+00
1.827276625457777470e+00 4.198095883098992509e+00
1.830679373363657936e+00 4.217917813149480111e+00
1.834082121269538401e+00 4.237800003858109399e+00
1.837484869175418645e+00 4.257742565607191665e+00
1.840887617081299110e+00 4.277745608906490027e+00
1.844290364987179576e+00 4.297809244392632344e+00
1.847693112893060041e+00 4.317933582828439754e+00
1.851095860798940285e+00 4.338118735102646006e+00
1.854498608704820750e+00 4.358364812228920471e+00
1.857901356610701216e+00 4.378671925345711813e+00
1.861304104516581459e+00 4.399040185715686668e+00
1.864706852422461925e+00 4.419469704724954262e+00
1.868109600328342390e+00 4.439960593882662288e+00
1.871512348234222856e+00 4.460512964820419590e+00
1.874915096140103099e+00 4.481126929291873395e+00
1.878317844045983565e+00 4.501802599171983665e+00
1.881720591951864030e+00 4.522540086456830366e+00
1.885123339857744496e+00 4.543339503262965096e+00
1.888526087763624739e+00 4.564200961826451852e+00
1.891928835669505204e+00 4.585124574502827954e+00
1.895331583575385670e+00 4.606110453766762092e+00
1.898734331481266135e+00 4.627158712211217662e+00
1.902137079387146379e+00 4.648269462546638309e+00
1.905539827293026844e+00 4.669442817600804929e+00
1.908942575198907310e+00 4.690678890318888072e+00
1.912345323104787553e+00 4.711977793761972677e+00
1.915748071010668019e+00 4.733339641106664608e+00
1.919150818916548484e+00 4.754764545645610241e+00
1.922553566822428950e+00 4.776252620785768954e+00
1.925956314728309193e+00 4.797803980048751527e+00
1.929359062634189659e+00 4.819418737069840475e+00
1.932761810540070124e+00 4.841097005597642777e+00
1.936164558445950590e+00 4.862838899493898026e+00
1.939567306351830833e+00 4.884644532732517419e+00
1.942970054257711299e+00 4.906514019399481619e+00
1.946372802163591764e+00 4.928447473692414427e+00
1.949775550069472008e+00 4.950445009919420158e+00
1.953178297975352473e+00 4.972506742499607668e+00
1.956581045881232939e+00 4.994632785961997890e+00
1.959983793787113404e+00 5.016823254945097510e+00
1.963386541692993648e+00 5.039078264196631629e+00
1.966789289598874113e+00 5.061397928572938021e+00
1.970192037504754579e+00 5.083782363038554131e+00
1.973594785410635044e+00 5.106231682665897331e+00
1.976997533316515288e+00 5.128746002634434475e+00
